Student_ID,City_ID,Course_ID,Login_Frequency,Average_Session_Duration_Min,Video_Completion_Rate,Discussion_Participation,Time_Spent_Hours,Days_Since_Last_Login,Notifications_Checked,Peer_Interaction_Score,Assignments_Submitted,Assignments_Missed,Quiz_Attempts,Quiz_Score_Avg,Project_Grade,Progress_Percentage,Rewatch_Count,App_Usage_Percentage,Reminder_Emails_Clicked,Support_Tickets_Raised,Satisfaction_Rating,Completion_Status
"STU109835","CT008","C102",2,19,0.551,2,0.5,1,3,6.2,5,5,3,0.62,69.6,0.527,4,0.66,0,0,3.7,"Not Completed"
"STU110238","CT014","C106",2,30,0.153,2,0.5,5,5,7.2,4,6,3,0.643,63,0.325,2,0.66,2,0,2.4,"Not Completed"
"STU110258","CT001","C102",4,25,0.703,2,0.5,10,7,6.5,6,3,3,0.779,63.1,0.637,3,0.68,3,0,5,"Completed"
"STU110314","CT002","C103",5,22,0.737,2,0.5,44,2,7.6,8,2,3,0.64599999999999991,68.4,0.772,1,0.92,2,0,4.3,"Not Completed"
"STU110533","CT004","C103",6,27,0.55,2,0.5,1,5,2.3,5,4,3,0.685,45.8,0.515,4,0.93,2,0,4.9,"Not Completed"
"STU110569","CT010","C101",4,37,0.662,2,0.5,6,1,8.1,2,8,3,0.70200000000000007,62.4,0.38299999999999995,3,0.65,0,0,5,"Not Completed"
"STU110613","CT003","C106",3,40,0.44799999999999995,2,0.5,4,6,6.3,7,3,3,0.727,100,0.627,2,0.62,0,0,4.3,"Completed"
"STU110664","CT002","C102",6,62,0.966,2,0.5,1,4,5.3,7,2,3,0.82900000000000007,42.7,0.779,2,0.61,4,0,4.5,"Not Completed"
"STU111283","CT010","C108",5,31,0.579,2,0.5,3,8,5.5,6,4,3,0.914,28.3,0.57700000000000007,7,0.68,3,0,4,"Completed"
"STU111454","CT014","C102",4,27,0.868,2,0.5,10,4,5.3,7,3,3,0.856,54.7,0.75099999999999989,2,0.68,1,0,3.8,"Not Completed"
"STU111597","CT003","C101",7,27,0.83400000000000007,2,0.5,0,8,7.6,6,4,3,0.89599999999999991,58.6,0.68099999999999994,5,0.65,2,0,2.2,"Completed"
"STU111797","CT004","C101",3,29,0.772,2,0.5,10,6,5.7,6,4,3,0.86900000000000011,51.6,0.65599999999999992,4,0.75,2,0,5,"Completed"
"STU112883","CT015","C102",3,34,0.605,2,0.5,2,3,5.4,4,6,3,0.685,84.7,0.494,2,0.36,1,0,3.7,"Not Completed"
"STU115158","CT014","C106",6,43,0.509,2,0.5,19,5,8.7,7,2,3,0.53799999999999992,64.4,0.63,2,0.83,2,0,4.8,"Completed"
"STU115244","CT011","C105",2,42,0.773,2,0.5,3,2,8.7,6,4,3,0.86900000000000011,63.6,0.662,1,0.59,1,0,2.6,"Not Completed"
"STU116703","CT001","C106",4,28,0.387,2,0.5,3,5,8,4,6,3,0.604,66.7,0.409,1,0.63,2,0,4.8,"Not Completed"
"STU117373","CT010","C101",2,35,0.519,2,0.5,0,1,8.1,2,8,3,0.81900000000000006,85.1,0.344,2,0.62,1,0,4.5,"Not Completed"
"STU117760","CT015","C107",5,39,0.7340000000000001,2,0.5,11,8,7.1,6,4,3,0.716,58.8,0.64599999999999991,1,0.59,4,0,5,"Not Completed"
"STU119654","CT015","C106",6,23,0.86900000000000011,2,0.5,8,3,2,3,7,3,0.46399999999999997,57.2,0.513,2,0.54,4,0,3.1,"Not Completed"
"STU121006","CT005","C104",4,26,0.431,2,0.5,16,5,9.5,4,6,3,0.728,75,0.428,3,0.82,1,0,3.8,"Not Completed"
"STU122380","CT006","C103",8,25,0.72400000000000009,2,0.5,19,5,8.6,3,7,3,0.888,42.3,0.45399999999999996,3,0.7,0,0,3.3,"Not Completed"
"STU122479","CT009","C106",4,27,0.705,2,0.5,0,5,5.4,5,5,3,0.79099999999999993,74.5,0.584,2,0.5,0,0,3.1,"Not Completed"
"STU122929","CT006","C108",4,31,0.846,2,0.5,4,3,7,5,5,3,0.91299999999999992,60.8,0.626,2,0.33,3,0,4.8,"Not Completed"
"STU123676","CT007","C106",4,46,0.88,2,0.5,3,9,9.4,5,5,3,1,91.8,0.654,1,1,5,0,4.7,"Completed"
"STU124533","CT010","C106",4,38,0.74400000000000011,2,0.5,4,3,7.9,4,6,3,0.608,19.4,0.51,1,0.98,1,0,4.7,"Not Completed"
"STU125591","CT011","C101",5,16,0.932,2,0.5,10,5,8.4,5,5,3,0.68900000000000006,80.4,0.66599999999999993,1,0.81,2,0,4.6,"Not Completed"
"STU125782","CT009","C104",5,35,0.69,2,0.5,4,2,6.2,5,5,3,0.99400000000000011,86.3,0.585,4,0.5,6,0,3.6,"Not Completed"
"STU127788","CT003","C101",5,45,0.102,2,0.5,2,9,4.5,2,8,3,0.615,45.8,0.179,2,0.7,1,0,3.8,"Not Completed"
"STU128028","CT011","C101",6,32,0.634,2,0.5,9,7,9.7,8,2,3,0.84900000000000009,46.7,0.725,2,0.84,3,0,3.5,"Completed"
"STU129656","CT004","C108",8,25,0.353,2,0.5,2,5,3.5,7,3,3,0.542,62.3,0.575,1,0.62,2,0,5,"Not Completed"
"STU130404","CT007","C104",5,19,0.45,2,0.5,2,3,7.7,4,6,3,0.642,75.3,0.435,4,0.59,1,0,4.2,"Not Completed"
"STU131339","CT008","C102",3,31,0.633,2,0.5,4,6,3.4,3,7,3,0.67599999999999993,73.8,0.439,1,0.9,3,0,4.2,"Not Completed"
"STU131858","CT014","C105",6,34,0.172,2,0.5,0,6,5.8,4,6,3,0.94700000000000006,72.6,0.336,1,0.95,5,0,3.4,"Not Completed"
"STU132298","CT004","C103",6,26,0.425,2,0.5,2,5,5.4,4,6,3,0.79299999999999993,100,0.439,2,0.61,1,0,5,"Not Completed"
"STU132357","CT012","C105",5,39,0.841,2,0.5,11,4,5,5,5,3,0.759,72.1,0.63,3,0.77,0,0,3.3,"Completed"
"STU132711","CT015","C106",7,20,0.428,2,0.5,0,3,7.2,5,5,3,0.76,47.2,0.473,1,0.5,2,0,3.8,"Completed"
"STU132829","CT008","C107",3,34,0.599,2,0.5,9,1,6,5,5,3,0.551,73.2,0.546,5,0.26,2,0,4.1,"Completed"
"STU135757","CT013","C104",5,29,0.823,2,0.5,16,8,7.9,9,1,3,0.8859999999999999,76.8,0.866,3,0.51,3,0,3.2,"Completed"
"STU136271","CT002","C105",8,32,0.677,2,0.5,4,3,6.1,4,6,3,0.867,59.9,0.507,2,0.7,3,0,3.8,"Not Completed"
"STU136785","CT002","C103",6,8,0.83,2,0.5,5,7,4.5,6,4,3,0.84400000000000008,70.3,0.68599999999999994,1,0.37,1,0,3.4,"Not Completed"
"STU136925","CT009","C105",3,26,0.782,2,0.5,7,6,7.1,2,8,3,0.835,72.7,0.43,4,0.57,1,0,3.8,"Completed"
"STU138041","CT011","C106",2,24,0.616,2,0.5,0,6,4,7,3,3,0.96900000000000008,100,0.685,1,0.61,2,0,3.8,"Completed"
"STU138251","CT003","C106",4,42,0.758,2,0.5,3,7,1.7,7,3,3,0.802,69.1,0.72,3,0.64,0,0,4.2,"Not Completed"
"STU138688","CT007","C105",3,31,0.47100000000000003,2,0.5,2,5,4.9,4,6,3,0.79599999999999993,49.3,0.429,4,0.51,5,0,4.2,"Not Completed"
"STU138940","CT011","C104",4,32,0.556,2,0.5,9,1,4.3,2,7,3,0.67099999999999993,75.6,0.35200000000000004,0,0.46,3,0,3.7,"Not Completed"
"STU140177","CT008","C101",3,31,0.624,2,0.5,1,2,7.1,3,7,3,0.84,33.3,0.415,2,0.8,1,0,4.9,"Not Completed"
"STU140821","CT006","C106",5,46,0.47,2,0.5,4,6,10,8,2,3,0.97400000000000009,72.9,0.68099999999999994,1,1,1,0,3.9,"Completed"
"STU141397","CT013","C107",4,29,0.7340000000000001,2,0.5,11,9,4.9,4,6,3,0.519,69.7,0.532,1,0.55,1,0,5,"Completed"
"STU143532","CT003","C104",2,33,0.868,2,0.5,10,8,5.9,5,5,3,0.447,58.3,0.633,2,0.52,1,0,4.1,"Completed"
"STU144257","CT010","C101",5,51,0.68299999999999994,2,0.5,10,7,5.5,5,5,3,0.65099999999999991,56,0.56700000000000006,1,0.79,0,0,4.7,"Completed"
"STU144359","CT003","C103",4,44,0.231,2,0.5,11,3,4.6,4,6,3,0.87,21.5,0.332,1,0.44,2,0,3.6,"Not Completed"
"STU144612","CT003","C105",4,26,0.634,2,0.5,4,3,4.6,5,5,3,0.614,64.1,0.55399999999999994,4,0.73,1,0,4.3,"Not Completed"
"STU145415","CT009","C102",4,39,0.313,2,0.5,3,5,9,6,4,3,0.78299999999999992,88.9,0.514,4,0.46,2,0,3.9,"Completed"
"STU145435","CT014","C101",5,33,0.45799999999999996,2,0.5,9,10,5.9,4,6,3,0.96900000000000008,76.6,0.439,1,0.73,3,0,5,"Not Completed"
"STU145561","CT006","C108",9,32,0.752,2,0.5,4,6,4.6,6,4,3,0.919,62.9,0.655,3,0.74,2,0,4.7,"Completed"
"STU145738","CT014","C104",6,33,0.608,2,0.5,10,1,4.7,2,8,3,0.7609999999999999,74.8,0.37,3,0.72,3,0,4.7,"Completed"
"STU147474","CT007","C103",2,47,0.716,2,0.5,3,3,2.9,5,5,3,0.602,100,0.6,4,1,2,0,4.7,"Completed"
"STU147874","CT015","C105",6,55,0.83400000000000007,2,0.5,6,3,3.3,5,5,3,0.647,44.6,0.614,4,0.33,2,0,4.1,"Completed"
"STU148017","CT011","C105",7,28,0.36,2,0.5,1,4,6.1,4,5,3,0.747,70.2,0.401,2,0.74,0,0,3.1,"Completed"
"STU148696","CT009","C103",6,41,0.645,2,0.5,15,9,6.1,6,4,3,0.643,100,0.636,3,0.62,1,0,3.6,"Completed"
"STU149576","CT004","C104",7,27,0.341,2,0.5,0,9,6.3,5,5,3,0.809,100,0.469,4,0.59,2,0,5,"Not Completed"
"STU150264","CT004","C103",2,13,0.602,2,0.5,26,9,7.8,6,4,3,0.67,76.3,0.609,0,0.46,2,0,4.3,"Not Completed"
"STU151226","CT004","C103",5,29,0.713,2,0.5,0,4,5.3,6,3,3,0.698,60.5,0.64,4,1,2,0,5,"Not Completed"
"STU151466","CT012","C103",5,32,0.807,2,0.5,5,7,6.3,5,5,3,1,86.4,0.626,2,0.75,5,0,5,"Not Completed"
"STU152285","CT010","C101",5,43,0.636,2,0.5,1,1,2.7,7,3,3,0.83,84.2,0.685,3,0.54,5,0,4.2,"Not Completed"
"STU153039","CT009","C102",4,33,0.134,2,0.5,4,0,7.9,3,7,3,0.452,72,0.263,0,0.74,1,0,3.8,"Not Completed"
"STU153714","CT006","C106",4,41,0.654,2,0.5,0,3,6.4,4,6,3,0.78299999999999992,57.3,0.498,1,0.58,1,0,4,"Not Completed"
"STU153911","CT004","C104",4,25,0.4,2,0.5,13,7,2.9,4,6,3,0.802,66.3,0.413,5,0.77,1,0,3.1,"Not Completed"
"STU154447","CT006","C102",6,33,0.726,2,0.5,2,3,4.4,2,8,3,0.68,70.6,0.409,1,0.64,2,0,4.4,"Not Completed"
"STU155177","CT013","C103",4,27,0.42200000000000004,2,0.5,7,8,7.5,8,2,3,0.57,71.6,0.66299999999999992,1,0.73,2,0,5,"Not Completed"
"STU155691","CT011","C101",7,29,0.39399999999999996,2,0.5,8,7,7.3,6,4,3,0.73,54.5,0.525,0,0.97,2,0,4.2,"Not Completed"
"STU157261","CT006","C104",4,34,0.895,2,0.5,7,5,7.8,3,6,3,0.597,79.4,0.53299999999999992,1,0.55,2,0,4.5,"Not Completed"
"STU157263","CT003","C108",7,20,0.396,2,0.5,2,6,3.4,5,5,3,0.519,35.4,0.456,1,0.64,2,0,4.1,"Not Completed"
"STU157498","CT002","C103",4,40,0.43700000000000006,2,0.5,26,12,7.6,4,6,3,0.647,53.2,0.42,1,0.07,1,0,3.7,"Completed"
"STU157625","CT008","C106",6,53,0.281,2,0.5,4,5,10,3,7,3,0.733,53.8,0.305,2,0.6,3,0,2.5,"Not Completed"
"STU157825","CT012","C108",2,27,0.882,2,0.5,10,5,6.2,7,3,3,0.95,32.2,0.745,2,0.73,1,0,4.6,"Not Completed"
"STU159309","CT002","C104",5,23,0.61,2,0.5,37,9,4.1,2,8,3,0.58200000000000007,63.2,0.365,3,0.53,2,0,3.5,"Not Completed"
"STU159683","CT007","C104",6,34,0.293,2,0.5,10,7,5,5,5,3,0.645,63,0.434,1,0.85,1,0,3.7,"Completed"
"STU160177","CT015","C106",4,31,0.515,2,0.5,1,6,7.2,5,5,3,0.96900000000000008,66,0.513,3,0.67,1,0,4.6,"Completed"
"STU161315","CT008","C107",1,38,0.782,2,0.5,4,9,5.7,3,7,3,0.755,71.7,0.489,3,0.84,2,0,4.4,"Not Completed"
"STU161568","CT011","C107",4,36,0.743,2,0.5,4,3,9,5,5,3,0.645,65.6,0.593,4,0.71,1,0,3.7,"Completed"
"STU161722","CT009","C103",6,35,0.31,2,0.5,2,4,6.8,5,5,3,0.755,43.3,0.43,2,0.74,3,0,3.1,"Not Completed"
"STU162102","CT002","C103",4,38,0.799,2,0.5,0,8,4,6,3,3,0.624,76.2,0.67799999999999994,4,0.46,5,0,3.6,"Not Completed"
"STU163528","CT003","C102",6,32,0.449,2,0.5,5,6,6.7,7,3,3,0.93,94,0.624,3,0.72,6,0,4.5,"Not Completed"
"STU163968","CT007","C102",8,35,0.77,2,0.5,14,7,3.6,4,5,3,0.794,36.5,0.528,3,0.72,4,0,4.5,"Completed"
"STU164458","CT006","C104",5,42,0.701,2,0.5,5,5,3,7,3,3,0.675,85.5,0.708,1,0.6,2,0,3.8,"Completed"
"STU164539","CT001","C102",4,22,0.249,2,0.5,9,6,5.4,5,5,3,0.635,51.3,0.413,3,0.53,2,0,5,"Not Completed"
"STU164817","CT001","C105",4,42,0.37200000000000005,2,0.5,5,6,4.7,5,5,3,0.87599999999999989,62,0.461,2,0.25,3,0,4.6,"Not Completed"
"STU165392","CT015","C106",4,36,0.79099999999999993,2,0.5,1,5,5.6,4,6,3,0.48100000000000004,75.9,0.555,1,0.44,2,0,4.2,"Not Completed"
"STU166333","CT013","C101",6,26,0.7659999999999999,2,0.5,0,3,6.1,6,4,3,0.612,85.9,0.67099999999999993,1,1,1,0,2.9,"Completed"
"STU166525","CT005","C108",7,16,0.965,2,0.5,1,2,7.3,8,2,3,0.623,55.6,0.846,1,0.51,4,0,3.7,"Not Completed"
"STU166641","CT004","C102",5,18,0.532,2,0.5,3,2,6.3,5,5,3,0.742,64.5,0.519,4,0.95,2,0,4.2,"Not Completed"
"STU166793","CT008","C108",1,32,0.519,2,0.5,27,3,7.4,2,8,3,0.706,52.4,0.32799999999999996,3,0.42,0,0,4.4,"Not Completed"
"STU167142","CT015","C107",3,44,0.853,2,0.5,3,3,6.7,5,5,3,0.943,89.9,0.644,2,0.61,1,0,4.1,"Completed"
"STU168172","CT010","C106",5,42,0.359,2,0.5,1,3,9,6,4,3,0.773,100,0.536,4,0.25,1,0,3.6,"Not Completed"
"STU168209","CT011","C103",7,36,0.659,2,0.5,27,2,9.1,3,7,3,0.823,54.9,0.43799999999999994,2,0.65,0,0,3.3,"Not Completed"
"STU169339","CT015","C101",7,19,0.895,2,0.5,0,5,4.3,5,5,3,0.55,92.9,0.66,2,0.78,0,0,4.5,"Not Completed"
"STU169359","CT002","C101",3,43,0.935,2,0.5,9,5,7,5,5,3,0.852,73.2,0.664,1,0.38,1,0,3.7,"Not Completed"
"STU169895","CT011","C104",3,25,0.59200000000000008,2,0.5,15,2,2.6,7,3,3,0.72400000000000009,71.6,0.66299999999999992,4,0.67,5,0,4.3,"Completed"
"STU170569","CT011","C103",5,23,0.66,2,0.5,5,3,4.9,3,7,3,0.853,61.7,0.442,0,0.66,3,0,3.2,"Not Completed"
"STU170865","CT007","C101",6,46,0.69700000000000006,2,0.5,10,2,5.3,3,7,3,0.858,70,0.45899999999999996,2,0.76,2,0,3.7,"Not Completed"
"STU171704","CT005","C101",7,33,0.614,2,0.5,10,5,8.4,5,5,3,0.87400000000000011,51.6,0.541,5,0.57,1,0,3.5,"Not Completed"
"STU171714","CT007","C104",2,51,0.3,2,0.5,4,7,6.2,5,5,3,0.611,76.4,0.44299999999999995,5,0.74,1,0,3.6,"Not Completed"
"STU172028","CT013","C103",3,16,0.414,2,0.5,8,3,3.8,1,9,3,0.552,58.5,0.23399999999999999,3,0.58,1,0,4.7,"Not Completed"
"STU172186","CT014","C101",4,62,0.855,2,0.5,3,6,6.2,6,4,3,0.727,71.1,0.695,2,0.55,6,0,4.8,"Completed"
"STU172537","CT011","C107",5,34,0.78299999999999992,2,0.5,0,6,2.8,3,7,3,0.652,65.5,0.48700000000000004,1,0.82,1,0,5,"Completed"
"STU173096","CT010","C101",5,42,0.49200000000000005,2,0.5,22,6,4.3,4,6,3,0.66099999999999992,57.2,0.441,2,0.67,1,0,5,"Not Completed"
"STU174494","CT009","C103",8,34,0.83700000000000008,2,0.5,13,5,8.1,5,5,3,0.741,70.1,0.628,1,0.75,1,0,4.2,"Completed"
"STU175156","CT009","C101",4,30,0.38299999999999995,2,0.5,5,7,3.2,5,5,3,0.8,56.6,0.462,3,0.83,4,0,3.9,"Not Completed"
"STU175275","CT003","C108",5,30,0.71700000000000008,2,0.5,2,12,5.6,6,3,3,0.821,79.7,0.65099999999999991,6,0.72,4,0,4.7,"Not Completed"
"STU175959","CT013","C103",4,38,0.706,2,0.5,7,10,6.1,7,3,3,0.74900000000000011,83.5,0.70900000000000007,2,1,2,0,3.7,"Not Completed"
"STU177302","CT015","C102",4,40,0.94200000000000006,2,0.5,1,11,6.3,4,6,3,1,50.2,0.595,1,0.71,4,0,3.5,"Completed"
"STU179753","CT015","C102",1,15,0.635,2,0.5,9,4,7.1,4,6,3,0.675,63.4,0.494,1,0.64,0,0,3.3,"Not Completed"
"STU182046","CT014","C102",4,39,0.85400000000000009,2,0.5,0,2,9.9,8,2,3,0.825,70.9,0.81400000000000006,3,0.48,0,0,4.7,"Completed"
"STU182346","CT011","C102",5,28,0.294,2,0.5,1,3,5.7,4,6,3,0.77599999999999991,82.8,0.384,1,0.98,3,0,3.4,"Not Completed"
"STU182934","CT010","C101",6,41,0.62,2,0.5,1,9,8.8,2,8,3,0.578,65.1,0.37,0,0.87,1,0,2.6,"Not Completed"
"STU183632","CT007","C103",6,36,0.307,2,0.5,5,9,8.5,7,3,3,0.74400000000000011,57.4,0.556,0,0.65,4,0,3.2,"Completed"
"STU184416","CT009","C103",4,25,0.627,2,0.5,6,6,3.4,2,8,3,0.71,72.8,0.376,3,0.46,1,0,5,"Not Completed"
"STU184756","CT012","C103",6,31,0.40700000000000003,2,0.5,1,3,6.1,8,2,3,0.835,85.2,0.665,2,1,4,0,5,"Completed"
"STU187457","CT008","C101",4,31,0.40399999999999997,2,0.5,7,3,6.5,2,8,3,0.691,69.5,0.29600000000000004,0,0.92,1,0,2.1,"Not Completed"
"STU187490","CT010","C105",6,32,0.512,2,0.5,13,7,7.8,5,4,3,0.679,70.3,0.514,0,0.64,3,0,4.1,"Not Completed"
"STU188877","CT001","C107",3,34,0.95400000000000007,2,0.5,22,4,9,5,5,3,0.7659999999999999,65.9,0.667,0,0.99,2,0,4.7,"Not Completed"
"STU189001","CT001","C104",10,30,0.638,2,0.5,5,4,7.3,4,6,3,0.69400000000000006,69.7,0.498,3,0.82,6,0,4.7,"Not Completed"
"STU189051","CT015","C104",4,24,0.445,2,0.5,1,5,8.9,2,7,3,0.96700000000000008,40.9,0.29600000000000004,3,0.69,1,0,3.6,"Not Completed"
"STU189480","CT010","C103",6,35,0.92799999999999994,2,0.5,8,3,4.7,4,6,3,0.938,64.2,0.597,3,0.82,3,0,3.3,"Completed"
"STU190781","CT012","C105",3,43,0.94,2,0.5,2,3,8.3,5,5,3,0.58,63.3,0.66099999999999992,7,0.64,3,0,5,"Not Completed"
"STU190951","CT015","C104",3,34,0.84900000000000009,2,0.5,6,7,7.4,6,4,3,0.89599999999999991,82.6,0.698,1,1,1,0,3.2,"Completed"
"STU190952","CT014","C104",3,31,0.602,2,0.5,7,9,4.2,3,7,3,0.54,59.2,0.42,1,0.65,0,0,3.7,"Not Completed"
"STU191561","CT005","C101",6,30,0.418,2,0.5,0,7,7,7,3,3,0.7390000000000001,62.6,0.598,5,0.49,3,0,4,"Completed"
"STU191744","CT015","C102",4,15,0.812,2,0.5,3,9,7.4,5,5,3,0.887,65.1,0.617,3,0.69,3,0,4.5,"Not Completed"
"STU192316","CT007","C108",4,32,0.71200000000000008,2,0.5,0,3,6.1,4,6,3,0.758,53.5,0.516,3,0.87,3,0,3.1,"Not Completed"
"STU192764","CT005","C104",4,24,0.45899999999999996,2,0.5,9,3,5.3,2,8,3,0.866,82,0.322,1,0.69,0,0,3.8,"Not Completed"
"STU193612","CT005","C102",3,29,0.68599999999999994,2,0.5,4,6,2.8,4,6,3,0.669,49.3,0.505,2,0.61,0,0,5,"Not Completed"
"STU193741","CT009","C107",6,27,0.774,2,0.5,0,7,4.8,6,4,3,0.919,89.5,0.67599999999999993,4,0.87,3,0,4.4,"Completed"
"STU194631","CT008","C102",4,29,0.252,2,0.5,1,9,9,4,6,3,0.71400000000000008,61.2,0.359,2,0.55,3,0,4.4,"Not Completed"
"STU195816","CT006","C103",7,38,0.512,2,0.5,4,6,5.9,5,5,3,0.66,89.3,0.524,2,0.69,4,0,4.3,"Not Completed"
"STU195896","CT009","C108",8,45,0.862,2,0.5,5,3,6.5,4,6,3,0.955,65.5,0.574,7,0.62,5,0,4.3,"Completed"
"STU196353","CT015","C103",3,26,0.86900000000000011,2,0.5,4,7,9.7,3,7,3,0.62,56.6,0.512,2,0.73,1,0,4.3,"Completed"
"STU196354","CT002","C103",1,20,0.65599999999999992,2,0.5,5,5,7.4,6,4,3,0.71900000000000008,75.5,0.627,2,0.68,4,0,4.8,"Completed"
"STU197285","CT011","C107",4,14,0.92099999999999993,2,0.5,7,5,3.4,3,7,3,0.83900000000000008,65.3,0.535,1,0.49,2,0,4.4,"Not Completed"
"STU197654","CT003","C105",6,29,0.557,2,0.5,5,4,7.2,7,3,3,0.91099999999999992,56.5,0.643,3,0.85,4,0,5,"Not Completed"
"STU197893","CT005","C107",4,37,0.452,2,0.5,2,6,5.7,4,6,3,0.863,46.9,0.42200000000000004,3,0.62,3,0,3.6,"Not Completed"
"STU198718","CT005","C103",5,33,0.69900000000000007,2,0.5,1,5,7.4,5,5,3,0.617,64.6,0.57700000000000007,3,0.57,1,0,3.7,"Not Completed"
"STU199103","CT004","C106",5,36,0.67,2,0.5,11,7,4.3,5,5,3,0.49,75.8,0.57200000000000006,3,0.71,3,0,3.7,"Not Completed"
"STU101188","CT009","C102",4,41,0.823,2,0.5,0,8,8.4,7,3,4,0.816,95.3,0.75599999999999989,0,0.63,2,0,5,"Completed"
"STU101296","CT014","C102",5,28,0.57,2,0.5,7,3,5.3,4,6,4,0.75599999999999989,74.3,0.47700000000000004,2,0.28,2,0,3.4,"Not Completed"
"STU101385","CT003","C103",5,36,0.58700000000000008,2,0.5,2,9,3.3,8,1,4,0.71900000000000008,89.9,0.73,3,0.82,2,0,3.8,"Completed"
"STU101760","CT015","C106",5,26,0.522,2,0.5,1,4,5.6,4,6,4,0.595,71.9,0.45899999999999996,5,0.78,2,0,5,"Not Completed"
"STU101851","CT001","C104",4,33,0.488,2,0.5,3,4,8,4,6,4,0.77599999999999991,61.6,0.442,1,0.67,1,0,4.3,"Not Completed"
"STU102206","CT004","C101",6,6,0.917,2,0.5,14,4,9.6,6,4,4,0.669,79.9,0.721,1,0.46,1,0,3.9,"Completed"
